district_id,total_aadhaar_holders,total_biometric_updates,last_biometric_update_date,total_demographic_updates,biometric_coverage_count,days_since_last_update,years_since_last_update,update_recency_rank,biometric_coverage_ratio,biometric_coverage_gap,uncovered_population,demographic_to_biometric_ratio,update_lag_proxy,adult_population_proxy,population_impact_score,update_consistency,operational_neglect_proxy,urgency_signal,governance_concern_score,days_since_last_update_norm,years_since_last_update_norm,update_recency_rank_norm,biometric_coverage_ratio_norm,biometric_coverage_gap_norm,uncovered_population_norm,demographic_to_biometric_ratio_norm,update_lag_proxy_norm,adult_population_proxy_norm,population_impact_score_norm,update_consistency_norm,operational_neglect_proxy_norm,urgency_signal_norm,governance_concern_score_norm,bsi_score,bsi_tier,cps_score,cps_tier,cps_rank,is_top_20,is_top_100,camp_type,deployment_freq_days,location_suitability,strategy_reasoning
Guntur,9729,291694.0,2025-12-29,177221.0,291694.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.6075579202863275,0.0,7296.75,0.22269273026918146,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0028523846022832275,0.0,0.22267493762446494,0.22267493762446494,1.0,0.0,0.0,0.0,0.0,Low,6.68,Tier 5,241,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 6.68. Location is Low Suitability (Pop Score: 0.22, Gap: 0.00)."
Rae Bareli,9729,128738.0,2025-12-29,108253.0,128738.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.8408783731299228,0.0,7296.75,0.22269273026918146,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00394778578934236,0.0,0.22267493762446494,0.22267493762446494,1.0,0.0,0.0,0.0,0.0,Low,6.68,Tier 5,242,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 6.68. Location is Low Suitability (Pop Score: 0.22, Gap: 0.00)."
Burhanpur,9689,74141.0,2025-12-29,16543.0,74141.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.22312890303610688,0.0,7266.75,0.22177714704266618,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0010475535353807834,0.0,0.22175933344015383,0.22175933344015383,1.0,0.0,0.0,0.0,0.0,Low,6.65,Tier 5,243,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 6.65. Location is Low Suitability (Pop Score: 0.22, Gap: 0.00)."
Tirunelveli,9675,214773.0,2025-12-29,79890.0,214773.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.37197413082650055,0.0,7256.25,0.22145669291338582,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00174635742172066,0.0,0.22143887197564494,0.22143887197564494,1.0,0.0,0.0,0.0,0.0,Low,6.64,Tier 5,244,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 6.64. Location is Low Suitability (Pop Score: 0.22, Gap: 0.00)."
Amritsar,9655,155008.0,2025-12-29,99075.0,155008.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.6391605594549958,0.0,7241.25,0.22099890130012817,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0030007538002581966,0.0,0.22098106988348937,0.22098106988348937,1.0,0.0,0.0,0.0,0.0,Low,6.63,Tier 5,245,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 6.63. Location is Low Suitability (Pop Score: 0.22, Gap: 0.00)."
Vellore,9633,191803.0,2025-12-29,89400.0,191803.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.46610324134659,0.0,7224.75,0.22049533052554476,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0021882781283877463,0.0,0.22047748758211824,0.22047748758211824,1.0,0.0,0.0,0.0,0.0,Low,6.61,Tier 5,246,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 6.61. Location is Low Suitability (Pop Score: 0.22, Gap: 0.00)."
Chandauli,9566,90544.0,2025-12-29,93603.0,90544.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,1.0337846792719563,0.0,7174.5,0.21896172862113167,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.004853449198459888,0.0,0.21894385057339713,0.21894385057339713,1.0,0.0,0.0,0.0,0.0,Low,6.57,Tier 5,247,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 6.57. Location is Low Suitability (Pop Score: 0.22, Gap: 0.00)."
Dehradun,9485,129280.0,2025-12-29,82622.0,129280.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.6390934405940594,0.0,7113.75,0.2171076725874382,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0030004386882350204,0.0,0.2170897521001671,0.21708975210016712,1.0,0.0,0.0,0.0,0.0,Low,6.51,Tier 5,248,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 6.51. Location is Low Suitability (Pop Score: 0.22, Gap: 0.00)."
Panna,9339,98039.0,2025-12-29,42825.0,98039.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.4368159609951142,0.0,7004.25,0.21376579381065738,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0020507791596014752,0.0,0.2137477968274315,0.2137477968274315,1.0,0.0,0.0,0.0,0.0,Low,6.41,Tier 5,249,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 6.41. Location is Low Suitability (Pop Score: 0.21, Gap: 0.00)."
Kachchh,9302,123961.0,2025-12-29,66789.0,123961.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.5387904260210873,0.0,6976.5,0.21291887932613074,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0025295325165309262,0.0,0.21290086295694371,0.21290086295694371,1.0,0.0,0.0,0.0,0.0,Low,6.39,Tier 5,250,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 6.39. Location is Low Suitability (Pop Score: 0.21, Gap: 0.00)."
South West Delhi,9255,141527.0,2025-12-29,169699.0,141527.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,1.1990574236718081,0.0,6941.25,0.21184306903497527,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.005629377575923982,0.0,0.21182502804037814,0.21182502804037814,1.0,0.0,0.0,0.0,0.0,Low,6.35,Tier 5,251,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 6.35. Location is Low Suitability (Pop Score: 0.21, Gap: 0.00)."
Sonitpur,9197,30117.0,2025-12-29,43576.0,30117.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,1.4468904605372381,0.0,6897.75,0.21051547335652812,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.006792912960268724,0.0,0.21049740197312702,0.21049740197312705,1.0,0.0,0.0,0.0,0.0,Low,6.31,Tier 5,252,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 6.31. Location is Low Suitability (Pop Score: 0.21, Gap: 0.00)."
Pali,9114,155910.0,2025-12-29,66337.0,155910.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.4254826502469373,0.0,6835.5,0.20861563816150888,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0019975711279198935,0.0,0.20859752329068143,0.20859752329068146,1.0,0.0,0.0,0.0,0.0,Low,6.26,Tier 5,253,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 6.26. Location is Low Suitability (Pop Score: 0.21, Gap: 0.00)."
Bara Banki,9086,165242.0,2025-12-29,109967.0,165242.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.6654906137664758,0.0,6814.5,0.20797472990294819,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0031243690787158486,0.0,0.20795660036166366,0.20795660036166366,1.0,0.0,0.0,0.0,0.0,Low,6.24,Tier 5,254,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 6.24. Location is Low Suitability (Pop Score: 0.21, Gap: 0.00)."
Madhepura,9027,117237.0,2025-12-29,91861.0,117237.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.7835495619983452,0.0,6770.25,0.20662424464383813,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0036786364413067853,0.0,0.20660608418980475,0.20660608418980478,1.0,0.0,0.0,0.0,0.0,Low,6.2,Tier 5,255,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 6.2. Location is Low Suitability (Pop Score: 0.21, Gap: 0.00)."
Coimbatore,8986,219722.0,2025-12-29,117738.0,219722.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.5358498466243707,0.0,6739.5,0.20568577183665995,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0025157269794571398,0.0,0.20566758990088585,0.20566758990088585,1.0,0.0,0.0,0.0,0.0,Low,6.17,Tier 5,256,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 6.17. Location is Low Suitability (Pop Score: 0.21, Gap: 0.00)."
Chhindwara,8981,140191.0,2025-12-29,89422.0,140191.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.6378583503933919,0.0,6735.75,0.20557132393334554,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.002994640142691981,0.0,0.20555313937784697,0.20555313937784697,1.0,0.0,0.0,0.0,0.0,Low,6.17,Tier 5,257,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 6.17. Location is Low Suitability (Pop Score: 0.21, Gap: 0.00)."
Patan,8967,73949.0,2025-12-29,29559.0,73949.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.3997214296339369,0.0,6725.25,0.20525086980406518,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0018766264302062766,0.0,0.20523267791333807,0.20523267791333807,1.0,0.0,0.0,0.0,0.0,Low,6.16,Tier 5,258,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 6.16. Location is Low Suitability (Pop Score: 0.21, Gap: 0.00)."
Medak,8950,149111.0,2025-12-29,67932.0,149111.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.4555800712221097,0.0,6712.5,0.20486174693279618,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0021388735738127216,0.0,0.20484354613500583,0.20484354613500586,1.0,0.0,0.0,0.0,0.0,Low,6.15,Tier 5,259,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 6.15. Location is Low Suitability (Pop Score: 0.20, Gap: 0.00)."
KOLKATA,1,2.0,2025-10-16,23.0,2.0,93,0.2547945205479452,949.0,1.0,0.0,0.0,11.5,0.0,0.75,2.2889580662882256e-05,0.7969432314410481,0.0,0.00454323400097704,0.0,0.0036184049679722267,0.0036184049679722267,0.9978947368421052,1.0,0.0,0.0,0.0539906103286385,0.0,0.0,0.0,0.8384279475982532,0.0,0.0018083624544854718,0.0,0.05799758032780025,Low,6.13,Tier 5,260,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 6.13. Location is Low Suitability (Pop Score: 0.00, Gap: 0.00)."
Kishanganj,8764,141279.0,2025-12-29,145141.0,141279.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,1.027335980577439,0.0,6573.0,0.20060428492950008,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.004823173617734455,0.0,0.20058598667795913,0.20058598667795913,1.0,0.0,0.0,0.0,0.0,Low,6.02,Tier 5,261,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 6.02. Location is Low Suitability (Pop Score: 0.20, Gap: 0.00)."
Sambhal,8677,103347.0,2025-12-29,99589.0,103347.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.9636370673556078,0.0,6507.75,0.19861289141182933,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00452411768711553,0.0,0.19859454757708242,0.19859454757708245,1.0,0.0,0.0,0.0,0.0,Low,5.96,Tier 5,262,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 5.96. Location is Low Suitability (Pop Score: 0.20, Gap: 0.00)."
Cuddalore,8630,168111.0,2025-12-29,81595.0,168111.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.4853638369886563,0.0,6472.5,0.19753708112067386,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00227870346004064,0.0,0.19751871266051685,0.19751871266051688,1.0,0.0,0.0,0.0,0.0,Low,5.93,Tier 5,263,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 5.93. Location is Low Suitability (Pop Score: 0.20, Gap: 0.00)."
Karauli,8636,80971.0,2025-12-29,58446.0,80971.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.7218139827839597,0.0,6477.0,0.19767441860465115,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0033887980412392474,0.0,0.19765605328816352,0.19765605328816352,1.0,0.0,0.0,0.0,0.0,Low,5.93,Tier 5,264,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 5.93. Location is Low Suitability (Pop Score: 0.20, Gap: 0.00)."
Palamu,8606,113041.0,2025-12-29,114051.0,113041.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,1.00893481126317,0.0,6454.5,0.1969877311847647,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.004736783151470281,0.0,0.1969693501499302,0.1969693501499302,1.0,0.0,0.0,0.0,0.0,Low,5.91,Tier 5,265,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 5.91. Location is Low Suitability (Pop Score: 0.20, Gap: 0.00)."
Dholpur,8580,74417.0,2025-12-29,77555.0,74417.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,1.0421677842428478,0.0,6435.0,0.19639260208752976,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.004892806498792713,0.0,0.19637420743012796,0.19637420743012798,1.0,0.0,0.0,0.0,0.0,Low,5.89,Tier 5,266,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 5.89. Location is Low Suitability (Pop Score: 0.20, Gap: 0.00)."
Tinsukia,8384,19249.0,2025-12-29,35249.0,19249.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,1.8312120110135592,0.0,6288.0,0.19190624427760483,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00859723948832657,0.0,0.19188774692700347,0.19188774692700347,1.0,0.0,0.0,0.0,0.0,Low,5.76,Tier 5,267,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 5.76. Location is Low Suitability (Pop Score: 0.19, Gap: 0.00)."
Deoghar,8324,67426.0,2025-12-29,60060.0,67426.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.8907543084270163,0.0,6243.0,0.1905328694378319,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.004181945109985992,0.0,0.19051434065053677,0.1905143406505368,1.0,0.0,0.0,0.0,0.0,Low,5.72,Tier 5,268,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 5.72. Location is Low Suitability (Pop Score: 0.19, Gap: 0.00)."
Mandsaur,8276,92460.0,2025-12-29,54055.0,92460.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.5846311918667532,0.0,6207.0,0.18943416956601355,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0027447473796561182,0.0,0.18941561562936343,0.18941561562936343,1.0,0.0,0.0,0.0,0.0,Low,5.68,Tier 5,269,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 5.68. Location is Low Suitability (Pop Score: 0.19, Gap: 0.00)."
Chittoor,8195,251405.0,2025-12-29,169579.0,251405.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.6745251685527336,0.0,6146.25,0.1875801135323201,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0031667848288860732,0.0,0.1875615171561334,0.18756151715613342,1.0,0.0,0.0,0.0,0.0,Low,5.63,Tier 5,270,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 5.63. Location is Low Suitability (Pop Score: 0.19, Gap: 0.00)."
Shamli,8200,103134.0,2025-12-29,75614.0,103134.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.7331626815599124,0.0,6150.0,0.1876945614356345,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.003442078317182687,0.0,0.1876759676791723,0.18767596767917233,1.0,0.0,0.0,0.0,0.0,Low,5.63,Tier 5,271,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 5.63. Location is Low Suitability (Pop Score: 0.19, Gap: 0.00)."
Khagaria,8196,79904.0,2025-12-29,75624.0,79904.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.9464357228674409,0.0,6147.0,0.18760300311298297,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0044433602012555916,0.0,0.1875844072607412,0.1875844072607412,1.0,0.0,0.0,0.0,0.0,Low,5.63,Tier 5,272,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 5.63. Location is Low Suitability (Pop Score: 0.19, Gap: 0.00)."
Visakhapatnam,8178,311303.0,2025-12-29,157193.0,311303.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.5049517672492716,0.0,6133.5,0.18719099066105108,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0023706655739402422,0.0,0.18717238537780118,0.18717238537780118,1.0,0.0,0.0,0.0,0.0,Low,5.62,Tier 5,273,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 5.62. Location is Low Suitability (Pop Score: 0.19, Gap: 0.00)."
Hingoli,8189,117064.0,2025-12-29,96551.0,117064.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.824771065400123,0.0,6141.75,0.1874427760483428,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0038721646262916574,0.0,0.18742417652848675,0.18742417652848675,1.0,0.0,0.0,0.0,0.0,Low,5.62,Tier 5,274,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 5.62. Location is Low Suitability (Pop Score: 0.19, Gap: 0.00)."
East Singhbhum,8191,136106.0,2025-12-29,60660.0,136106.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.44568204193790134,0.0,6143.25,0.18748855520966856,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0020924039527601,0.0,0.1874699567377023,0.1874699567377023,1.0,0.0,0.0,0.0,0.0,Low,5.62,Tier 5,275,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 5.62. Location is Low Suitability (Pop Score: 0.19, Gap: 0.00)."
Betul,8166,155822.0,2025-12-29,48246.0,155822.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.3096225180013092,0.0,6124.5,0.1869163156930965,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.001453626845076569,0.0,0.18689770412250784,0.18689770412250784,1.0,0.0,0.0,0.0,0.0,Low,5.61,Tier 5,276,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 5.61. Location is Low Suitability (Pop Score: 0.19, Gap: 0.00)."
Rajgarh,8171,165229.0,2025-12-29,42280.0,165229.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.2558872837092762,0.0,6128.25,0.1870307635964109,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0012013487498088084,0.0,0.18701215464554674,0.18701215464554674,1.0,0.0,0.0,0.0,0.0,Low,5.61,Tier 5,277,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 5.61. Location is Low Suitability (Pop Score: 0.19, Gap: 0.00)."
Mayurbhanj,8154,156985.0,2025-12-29,71521.0,156985.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.4555912985317069,0.0,6115.5,0.18664164072514192,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.002138926284186417,0.0,0.1866230228672145,0.18662302286721452,1.0,0.0,0.0,0.0,0.0,Low,5.6,Tier 5,278,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 5.6. Location is Low Suitability (Pop Score: 0.19, Gap: 0.00)."
Amroha,8142,92672.0,2025-12-29,90302.0,92672.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.974425932320442,0.0,6106.5,0.18636696575718734,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.004574769635307239,0.0,0.18634834161192118,0.18634834161192118,1.0,0.0,0.0,0.0,0.0,Low,5.59,Tier 5,279,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 5.59. Location is Low Suitability (Pop Score: 0.19, Gap: 0.00)."
Ganjam,8116,188862.0,2025-12-29,98839.0,188862.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.5233397930764262,0.0,6087.0,0.1857718366599524,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0024569943336921417,0.0,0.18575319889211894,0.18575319889211894,1.0,0.0,0.0,0.0,0.0,Low,5.57,Tier 5,280,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 5.57. Location is Low Suitability (Pop Score: 0.19, Gap: 0.00)."
Karbi Anglong,8107,39206.0,2025-12-29,31121.0,39206.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.7937815640463194,0.0,6080.25,0.18556583043398645,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0037266740096071334,0.0,0.18554718795064895,0.18554718795064895,1.0,0.0,0.0,0.0,0.0,Low,5.57,Tier 5,281,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 5.57. Location is Low Suitability (Pop Score: 0.19, Gap: 0.00)."
Morbi,8004,31879.0,2025-12-29,19799.0,31879.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.6210671601995044,0.0,6003.0,0.18320820362570958,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0029158082638474385,0.0,0.1831895071760478,0.18318950717604782,1.0,0.0,0.0,0.0,0.0,Low,5.5,Tier 5,282,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 5.5. Location is Low Suitability (Pop Score: 0.18, Gap: 0.00)."
Kanpur Dehat,8017,75626.0,2025-12-29,72089.0,75626.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.9532303705074974,0.0,6012.75,0.18350576817432704,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00447525995543426,0.0,0.18348707853594892,0.18348707853594892,1.0,0.0,0.0,0.0,0.0,Low,5.5,Tier 5,283,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 5.5. Location is Low Suitability (Pop Score: 0.18, Gap: 0.00)."
Ambedkar Nagar,8002,87220.0,2025-12-29,75756.0,87220.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.8685622563632195,0.0,6001.5,0.1831624244643838,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.004077757072127791,0.0,0.18314372696683223,0.18314372696683223,1.0,0.0,0.0,0.0,0.0,Low,5.49,Tier 5,284,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 5.49. Location is Low Suitability (Pop Score: 0.18, Gap: 0.00)."
Ratlam,7982,134947.0,2025-12-29,79423.0,134947.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.5885495787234989,0.0,5986.5,0.18270463285112618,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0027631435620821543,0.0,0.1826859248746767,0.1826859248746767,1.0,0.0,0.0,0.0,0.0,Low,5.48,Tier 5,285,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 5.48. Location is Low Suitability (Pop Score: 0.18, Gap: 0.00)."
